Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,PlayerAdditional
738,Chris Roller,27,MIL,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/8H,0,rollech01
739,JoJo Romero,27,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,romerjo01
740,Blake Sabol,26,SFG,NL,0.3,11,38,32,3,10,2,0,0,1,0,0,5,9,.313,.421,.375,.796,133,.350,131,12,0,1,0,0,1,/2DH,0,sabolbl01
741,César Salazar,28,HOU,AL,0.1,9,29,22,5,7,2,0,0,8,0,0,2,4,.318,.393,.409,.802,129,.349,127,9,0,2,1,2,0,/2,0,salazce01
742,Alí Sánchez,27,MIA,NL,-0.6,26,79,69,4,10,1,0,0,2,0,1,4,21,.145,.203,.159,.362,1,.177,-8,11,2,1,5,0,0,2/H,0,sanchal04
743,Aaron Schunk,26,COL,NL,-0.1,21,46,44,6,7,2,0,0,0,0,0,2,15,.159,.196,.205,.400,9,.188,-3,9,0,0,0,0,1,/H546D,0,schunaa01
744,Brian Serven,29,TOR,AL,-0.1,15,36,32,3,4,0,0,0,3,0,0,3,11,.125,.222,.125,.347,3,.199,19,4,0,1,0,0,0,2/H,0,servebr01
745,Paul Sewald,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,sewalpa01
746,Zack Short,29,3TM,2LG,-0.1,42,88,70,11,9,3,0,0,5,2,1,14,24,.129,.282,.171,.454,31,.239,40,12,0,1,3,0,0,5H6/4D,0,shortza01
747,Zack Short,29,2TM,NL,0.1,40,81,63,11,9,3,0,0,5,2,1,14,20,.143,.308,.190,.498,44,.261,56,12,0,1,3,0,0,5H6/4D,0,shortza01
748,Zack Short,29,NYM,NL,-0.1,10,12,9,2,1,0,0,0,0,0,1,2,4,.111,.273,.111,.384,17,.162,20,1,0,0,1,0,0,/H546D,0,shortza01
749,Zack Short,29,BOS,AL,-0.2,2,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-131,0,0,0,0,0,0,/45,0,shortza01
750,Zack Short,29,ATL,NL,0.2,30,69,54,9,8,3,0,0,5,2,0,12,16,.148,.313,.204,.517,48,.277,62,11,0,1,2,0,0,56/H4D,0,shortza01
751,Lucas Sims,30,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,simslu01
752,Kevin Smith,27,NYY,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/HD,0,smithke05
753,Nick Sogard,26,BOS,AL,-0.3,12,50,44,9,10,1,0,0,6,3,0,5,18,.227,.300,.250,.550,55,.269,52,11,3,0,0,1,0,4/65,0,sogarni01
754,Liván Soto,24,CIN,NL,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-135,0,0,0,0,0,0,/D,0,sotoli01
755,Ryne Stanek,32,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,stanery01
756,Michael Stefanic,28,LAA,AL,0.4,21,75,67,5,18,3,0,0,5,0,0,6,12,.269,.338,.313,.651,84,.295,84,21,4,1,1,0,0,4/HD,0,stefami01
757,Cal Stevenson,27,PHI,NL,0.0,5,7,6,0,2,0,0,0,1,0,0,1,1,.333,.429,.333,.762,120,.341,118,2,0,0,0,0,0,/H89,0,steveca01
758,Trevor Story,31,BOS,AL,0.1,8,34,31,1,7,3,0,0,4,1,1,3,9,.226,.294,.323,.617,71,.252,55,10,0,0,0,0,1,/6,0,storytr01
759,Albert Suárez,34,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,suareal01
760,Trey Sweeney,24,DET,AL,0.1,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,88,.265,62,1,0,0,0,0,0,/6,0,sweentr01
761,Samad Taylor,25,SEA,AL,-0.1,3,5,5,2,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,137,.337,126,2,0,0,0,0,0,/78H,0,taylosa04
762,José Tena,23,2TM,2LG,-0.3,7,17,16,0,5,0,0,0,3,0,0,1,5,.313,.353,.313,.665,93,.304,96,5,0,0,0,0,0,/5DH,0,tenajo01
763,José Tena,23,CLE,AL,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/5DH,0,tenajo01
764,José Tena,23,WSN,NL,-0.2,4,13,12,0,5,0,0,0,3,0,0,1,3,.417,.462,.417,.878,157,.398,164,5,0,0,0,0,0,/5,0,tenajo01
765,Bubba Thompson,26,CIN,NL,-0.3,17,18,18,5,2,1,0,0,0,5,0,0,11,.111,.111,.167,.278,-24,.187,-43,3,1,0,0,0,0,8/HD,0,thompbu01
766,Ryan Thompson,32,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,thompry02
767,Trent Thornton,30,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,thorntr01
768,Taylor Trammell,26,2TM,2LG,-0.2,10,8,7,2,1,0,0,0,0,0,0,1,3,.143,.250,.143,.393,16,.198,14,1,0,0,0,0,0,/H79D,0,trammta01
769,Taylor Trammell,26,LAD,NL,-0.2,5,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/H79,0,trammta01
770,Taylor Trammell,26,NYY,AL,-0.1,5,2,1,2,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,464,.790,435,1,0,0,0,0,0,/H79D,0,trammta01
771,Alan Trejo,28,COL,NL,-0.6,28,67,63,4,9,0,0,0,1,0,0,2,15,.143,.182,.143,.325,-10,.154,-26,9,2,1,1,0,0,4/5H6D,0,trejoal01
772,Chadwick Tromp,29,ATL,NL,0.2,19,54,52,3,13,6,0,0,6,0,0,1,17,.250,.259,.365,.625,71,.282,72,19,2,0,0,1,0,2,0,trompch01
773,Cole Tucker,27,LAA,AL,-0.5,24,57,50,3,9,4,1,0,3,3,1,6,17,.180,.263,.300,.563,57,.254,52,15,0,0,0,1,0,/5D7H1,0,tuckeco01
774,José Ureña,32,TEX,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,urenajo01
775,Luis Vázquez,24,CHC,NL,0.0,2,1,1,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/6H,0,vazqulu01
776,Jason Vosler,30,SEA,AL,-0.1,10,30,28,2,5,1,1,0,3,0,0,2,9,.179,.233,.286,.519,52,.229,48,8,0,0,0,0,0,/3DH79,0,vosleja01
777,Austin Voth,32,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,vothau01
778,Tyler Wade,29,SDP,NL,0.1,71,131,114,24,28,2,0,0,8,8,1,10,26,.246,.317,.263,.581,68,.278,65,30,0,2,4,0,0,5H47/69D,0,wadety01
779,Will Wagner,25,TOR,AL,0.4,3,12,12,2,7,3,0,0,3,0,0,0,2,.583,.583,.833,1.417,297,.608,311,10,0,0,0,0,0,/4,0,wagnewi01
780,Jordan Walker,22,STL,NL,-0.7,23,76,66,4,10,4,1,0,4,0,0,7,21,.152,.237,.242,.479,34,.217,26,16,2,1,0,2,0,9/HD,0,walkejo02
781,Forrest Wall,28,2TM,NL,0.0,16,35,32,4,8,0,0,0,1,4,3,3,8,.250,.314,.250,.564,60,.235,50,8,0,0,0,0,0,7/H9,0,wallfo01
782,Forrest Wall,28,ATL,NL,0.0,13,32,29,3,7,0,0,0,1,3,3,3,6,.241,.313,.241,.554,57,.222,47,7,0,0,0,0,0,7/9H,0,wallfo01
783,Forrest Wall,28,MIA,NL,0.0,3,3,3,1,1,0,0,0,0,1,0,0,2,.333,.333,.333,.667,84,.380,82,1,0,0,0,0,0,/H9,0,wallfo01
784,Taylor Walls,27,TBR,AL,0.7,50,155,130,16,22,4,2,0,4,9,2,23,42,.169,.290,.231,.521,53,.251,53,30,3,0,0,2,0,6/H,0,wallsta01
785,Drew Waters,25,KCR,AL,0.0,7,19,16,2,3,1,0,0,1,0,0,2,6,.188,.316,.250,.566,61,.264,60,4,0,1,0,0,0,/97H,0,waterdr01
786,Jacob Webb,30,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,webbja01
787,Joey Wendle,34,NYM,NL,-0.1,18,37,36,3,8,1,0,0,1,1,0,1,9,.222,.243,.250,.493,42,.226,35,9,0,0,0,0,0,/456,0,wendljo01
788,Mitch White,29,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,whitemi03
789,Owen White,24,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,whiteow01
790,Joey Wiemer,25,2TM,NL,-0.2,21,28,26,2,4,0,0,0,0,1,1,2,9,.154,.214,.154,.368,5,.165,-4,4,0,0,0,0,0,7/H89D,0,wiemejo01
791,Joey Wiemer,25,MIL,NL,-0.2,19,27,26,2,4,0,0,0,0,1,1,1,9,.154,.185,.154,.339,-4,.145,-18,4,0,0,0,0,0,7/H89D,0,wiemejo01
792,Joey Wiemer,25,CIN,NL,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1.000,0, ,0,.693,382,0,0,0,0,0,0,/789,0,wiemejo01
793,Luke Williams,27,ATL,NL,-0.3,18,15,13,4,1,0,0,0,0,0,0,1,4,.077,.200,.077,.277,-18,.154,-20,1,1,1,0,0,0,H/7D156,0,willilu01
794,Alika Williams,25,PIT,NL,-0.2,25,69,62,10,13,1,2,0,3,1,0,2,14,.210,.246,.290,.536,51,.240,39,18,0,1,4,0,0,46/H,0,willial04
795,Justin Wilson,36,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,wilsoju10
796,Jacob Wilson,22,OAK,AL,0.1,1,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,481,.892,536,1,0,0,0,0,0,/6,0,wilsoja05
797,Josh Winckowski,26,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,0,winckjo01
798,Austin Wynns,33,CIN,NL,0.4,7,20,19,3,7,4,0,0,2,0,0,0,5,.368,.400,.579,.979,167,.410,163,11,0,1,0,0,0,/2H,0,wynnsau01
799,Eric Yang,26,CIN,NL,0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-145,0,0,0,0,0,0,/H,0,yanger01
800,Kirby Yates,37,TEX,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,1,AS,yateski01
801,Alex Young,30,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0, ,0, ,0,0,0,0,0,0,0,/1,0,youngal01
